,product_sub_group_id,product_sub_group_coef_sales,sale_date_id,reg_date_count,cheque_id_x,cheque_id_y
564,1098,3.1744500582663924,28,0,4084,12314
565,1099,14.881339205157575,8,20,48,463
566,1100,3695.4143832822774,28,0,3038,1500
567,1101,6499.092576464416,28,0,3229,3525
568,1102,930.7135924401118,28,0,829,280
569,1103,2286.9870032557037,28,0,5159,3949
570,1104,555.8446878549915,28,0,4857,1500
571,1105,20.0357805010503,15,13,93,2837
572,1106,93.36085105149351,17,11,174,357
573,1107,1793.86977683978,28,0,11464,3196
574,1108,1099.8729144406605,28,0,4456,2841
575,1109,920.3731155237554,27,1,580,832
576,1110,12.91390728476821,9,19,39,318
577,1111,80.0,5,23,8,11
578,1112,128.19071232647866,28,0,4422,7715
579,1113,466.8726053318148,28,0,5954,4937
580,1114,17720.197479579947,28,0,58347,46357
581,1115,206.3214596543398,28,0,6525,4925
582,1116,20215.39292635183,28,0,15473,9533
583,1117,157.55709357075733,27,1,1478,9460
584,1118,209.10642146174558,26,2,1615,8282
585,1119,7.065248636460221,15,13,76,2106
586,1120,983.2870822838285,16,12,434,964
587,1121,2.3814243239416677,10,18,29,1009
588,1122,217.13495691488788,28,0,15119,8714
589,1123,509.168874649732,28,0,31324,9391
590,1124,54.96336444845931,11,17,148,247
591,1125,11.122994652406417,5,23,15,226
592,1126,2615.0694585840324,28,0,4551,786
593,1127,2046.262606139026,28,0,1566,2613
594,1128,563.6271233359964,28,0,7227,1640
595,1129,3176.028752673333,28,0,61023,99192
596,1130,86.53038743144107,23,5,1263,3634
597,1131,124.93442433904384,28,0,19827,47280
598,1132,16.615033902267946,15,13,33,251
599,1133,1.0245990166220902,22,6,154,4235
600,1134,103830.60403568984,28,0,216854,112812
601,1135,8153.138708632392,28,0,41520,11751
602,1136,326.554770738725,28,0,44339,23102
603,1137,618.4229665738868,27,1,1521,1850
604,1138,3421.3282805292806,28,0,19984,9999
605,1139,223.35338606918097,28,0,4159,22185
606,1140,23081.85433788641,28,0,128108,88833
607,1141,71.66666666666667,5,23,7,23
608,1142,256.70368041014757,28,0,11547,10575
609,1143,584.2317732612463,28,0,18872,7300
610,1144,132.01123175243183,28,0,522,1055
611,1145,100.43368950345695,16,12,128,779
612,1146,108.7045481555226,28,0,4764,6828
613,1148,241.66666666666666,5,23,7,14
614,1149,929.2176068939924,28,0,1479,3043
615,1150,155.77069398738874,24,4,640,3694
616,1151,2172.1134470844163,26,2,2595,1540
617,1152,18.01796101213151,12,16,72,489
618,1153,20446.400286628163,28,0,6870,3761
619,1154,27.01902581119018,12,16,297,1422
620,1155,343.5133969248133,16,12,777,1423
621,1156,771.6768006570485,25,3,2214,1781
622,1157,131.38354211311838,28,0,316,1422
623,1158,23.100002837730305,12,16,89,655
624,1159,66.59724879811286,19,9,434,2820
625,1160,1707.9560491299362,28,0,22843,18967
626,1161,351.5642395278013,27,1,1656,2061
627,1162,228.42435383873914,28,0,78880,118174
628,1164,504.80916965885206,28,0,935,226
629,1165,3924.2043722337125,28,0,5142,3981
630,1166,421.4614095453479,26,2,528,216
631,1167,44.32234432234433,8,20,15,21
632,1168,5901.253667023958,28,0,14299,1322
633,1169,706.0889588036896,28,0,6331,1670
634,1170,4116.751006702348,28,0,5110,1992
635,1171,115.75644046042031,27,1,3693,3597
636,1172,16.219996880951594,15,13,524,2812
637,1173,29968.70768732918,28,0,34726,5073
638,1174,7577.250562915356,28,0,45774,35208
639,1175,26.60991117212315,11,17,108,439
640,1176,7.544762988840999,11,17,60,922
641,1177,403.51381490224986,28,0,4346,1998
642,1179,12.262528143591615,18,10,182,2330
643,1181,63.14943892400316,26,2,1169,5231
644,1182,44846.17012350256,28,0,6339,2909
645,1183,7.917851142760843,9,19,24,255
646,1184,488.4298615430691,16,12,314,92
647,1185,11.722488038277513,7,21,28,209
648,1186,12.094620195746174,11,17,126,1093
649,1188,23.447499895630102,28,0,4092,5101
650,1189,6.337047634143874,28,0,2636,60766
651,1190,3773.674593471322,28,0,77131,43157
652,1191,52.546947563143,11,17,187,356
653,1192,261109.1144279577,28,0,248373,166905
654,1193,17925.590817357792,28,0,22447,42667
655,1194,130.74551472433677,28,0,5916,10851
656,1195,823.5306106949868,28,0,10127,11554
657,1196,104.5104389785276,28,0,17314,9325
658,1197,398.31977433819776,28,0,72184,64380
659,1198,319.3200626418699,28,0,38589,25619
660,1199,744.7375650413592,28,0,77262,46711
661,1200,478.84187818244095,28,0,31401,9022
